regime,run,round,agent,partner,role,amount,frac,drop_from_prev
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,3,Agent_4,Agent_8,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,3,Agent_8,Agent_4,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_8,Agent_5,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_5,Agent_8,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_2,Agent_4,investor,5.0,1.0,-2.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_4,Agent_2,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_7,Agent_6,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_6,Agent_7,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_3,Agent_1,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,Agent_1,Agent_3,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_5,Agent_1,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_1,Agent_5,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_7,Agent_2,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_2,Agent_7,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_8,Agent_3,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_3,Agent_8,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_4,Agent_6,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,Agent_6,Agent_4,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_3,Agent_7,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_7,Agent_3,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_1,Agent_4,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_4,Agent_1,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_2,Agent_8,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_8,Agent_2,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_6,Agent_5,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,Agent_5,Agent_6,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_5,Agent_2,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_2,Agent_5,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_8,Agent_3,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_3,Agent_8,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_1,Agent_6,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_6,Agent_1,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_4,Agent_7,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,Agent_7,Agent_4,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_3,Agent_4,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_4,Agent_3,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_7,Agent_1,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_1,Agent_7,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_2,Agent_8,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_8,Agent_2,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_6,Agent_5,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,Agent_5,Agent_6,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_7,Agent_4,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_4,Agent_7,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_2,Agent_6,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_6,Agent_2,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_3,Agent_5,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_5,Agent_3,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_8,Agent_1,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,Agent_1,Agent_8,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_6,Agent_3,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_3,Agent_6,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_5,Agent_7,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_7,Agent_5,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_1,Agent_2,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_2,Agent_1,trustee,10.0,0.6666666666666666,
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_4,Agent_8,investor,5.0,1.0,0.0
anon,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,Agent_8,Agent_4,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_5,Agent_2,investor,4.0,0.8,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_2,Agent_5,trustee,7.0,0.5833333333333334,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_8,Agent_6,investor,5.0,1.0,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_6,Agent_8,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_4,Agent_7,investor,5.0,1.0,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_7,Agent_4,trustee,7.5,0.5,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_3,Agent_1,investor,3.0,0.6,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,Agent_1,Agent_3,trustee,4.5,0.5,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_2,Agent_5,investor,4.0,0.8,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_5,Agent_2,trustee,7.0,0.5833333333333334,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_1,Agent_4,investor,4.0,0.8,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_4,Agent_1,trustee,6.0,0.5,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_6,Agent_3,investor,5.0,1.0,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_3,Agent_6,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_7,Agent_8,investor,5.0,1.0,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,Agent_8,Agent_7,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_1,Agent_2,investor,4.0,0.8,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_2,Agent_1,trustee,7.0,0.5833333333333334,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_7,Agent_6,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_6,Agent_7,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_4,Agent_5,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_5,Agent_4,trustee,7.5,0.5,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_3,Agent_8,investor,5.0,1.0,-2.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,Agent_8,Agent_3,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_5,Agent_7,investor,5.0,1.0,-1.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_7,Agent_5,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_8,Agent_1,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_1,Agent_8,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_2,Agent_3,investor,4.0,0.8,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_3,Agent_2,trustee,7.0,0.5833333333333334,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_6,Agent_4,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,Agent_4,Agent_6,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_4,Agent_3,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_3,Agent_4,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_8,Agent_5,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_5,Agent_8,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_7,Agent_2,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_2,Agent_7,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_6,Agent_1,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,Agent_1,Agent_6,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_2,Agent_4,investor,4.0,0.8,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_4,Agent_2,trustee,7.0,0.5833333333333334,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_1,Agent_8,investor,5.0,1.0,-1.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_8,Agent_1,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_3,Agent_7,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_7,Agent_3,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_5,Agent_6,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,Agent_6,Agent_5,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_8,Agent_7,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_7,Agent_8,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_3,Agent_5,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_5,Agent_3,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_2,Agent_6,investor,4.0,0.8,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_6,Agent_2,trustee,8.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_4,Agent_1,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,Agent_1,Agent_4,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_6,Agent_3,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_3,Agent_6,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_7,Agent_4,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_4,Agent_7,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_5,Agent_8,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_8,Agent_5,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_1,Agent_2,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,Agent_2,Agent_1,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_7,Agent_3,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_3,Agent_7,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_5,Agent_2,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_2,Agent_5,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_1,Agent_6,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_6,Agent_1,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_8,Agent_4,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,Agent_4,Agent_8,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_4,Agent_5,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_5,Agent_4,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_3,Agent_1,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_1,Agent_3,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_2,Agent_8,investor,4.0,0.8,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_8,Agent_2,trustee,7.0,0.5833333333333334,
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_6,Agent_7,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,Agent_7,Agent_6,trustee,10.0,0.6666666666666666,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_6,Agent_5,investor,5.0,1.0,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_5,Agent_6,trustee,8.0,0.5333333333333333,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_1,Agent_4,investor,3.0,0.6,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_4,Agent_1,trustee,5.0,0.5555555555555556,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_7,Agent_3,investor,4.0,0.8,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_3,Agent_7,trustee,6.0,0.5,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_8,Agent_2,investor,5.0,1.0,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,Agent_2,Agent_8,trustee,7.0,0.4666666666666667,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_4,Agent_6,investor,5.0,1.0,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_6,Agent_4,trustee,8.0,0.5333333333333333,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_3,Agent_1,investor,4.0,0.8,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_1,Agent_3,trustee,7.0,0.5833333333333334,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_2,Agent_7,investor,5.0,1.0,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_7,Agent_2,trustee,7.5,0.5,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_5,Agent_8,investor,5.0,1.0,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,Agent_8,Agent_5,trustee,8.0,0.5333333333333333,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_7,Agent_4,investor,5.0,1.0,-1.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_4,Agent_7,trustee,8.0,0.5333333333333333,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_1,Agent_8,investor,4.0,0.8,-1.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_8,Agent_1,trustee,7.0,0.5833333333333334,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_3,Agent_6,investor,4.0,0.8,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_6,Agent_3,trustee,7.0,0.5833333333333334,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_5,Agent_2,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,Agent_2,Agent_5,trustee,7.5,0.5,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_4,Agent_5,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_5,Agent_4,trustee,8.0,0.5333333333333333,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_2,Agent_7,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_7,Agent_2,trustee,7.5,0.5,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_8,Agent_3,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_3,Agent_8,trustee,8.0,0.5333333333333333,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_6,Agent_1,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,Agent_1,Agent_6,trustee,8.0,0.5333333333333333,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,Agent_3,Agent_4,investor,5.0,1.0,-1.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,Agent_4,Agent_3,trustee,8.0,0.5333333333333333,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,Agent_8,Agent_7,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,Agent_7,Agent_8,trustee,7.5,0.5,
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,Agent_5,Agent_6,investor,5.0,1.0,0.0
named,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,Agent_6,Agent_5,trustee,8.0,0.5333333333333333,
