exp,cond,file,round,mean_pairwise_sim
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_010_neutral_rep00_myth_game_normative_anything,4,0.7396962
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_010_neutral_rep00_myth_game_normative_anything,5,0.6740989
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_010_neutral_rep00_myth_game_normative_anything,6,0.81740725
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_010_neutral_rep00_myth_game_normative_anything,7,0.82445264
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_010_neutral_rep00_myth_game_normative_anything,8,0.8572379
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_010_neutral_rep00_myth_game_normative_anything,9,0.88065743
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_010_neutral_rep00_myth_game_normative_anything,10,0.8036394
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_011_neutral_rep01_myth_game_normative_anything,1,0.82019734
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_011_neutral_rep01_myth_game_normative_anything,2,0.77617985
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_011_neutral_rep01_myth_game_normative_anything,3,0.6729354
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_011_neutral_rep01_myth_game_normative_anything,4,0.64782524
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_011_neutral_rep01_myth_game_normative_anything,5,0.53006506
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_011_neutral_rep01_myth_game_normative_anything,6,0.6397023
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_011_neutral_rep01_myth_game_normative_anything,7,0.64770323
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_011_neutral_rep01_myth_game_normative_anything,8,0.67210275
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_011_neutral_rep01_myth_game_normative_anything,9,0.61292195
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_011_neutral_rep01_myth_game_normative_anything,10,0.54462945
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_012_neutral_rep02_myth_game_normative_anything,1,0.7801411
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_012_neutral_rep02_myth_game_normative_anything,2,0.63767886
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_012_neutral_rep02_myth_game_normative_anything,3,0.62452507
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_012_neutral_rep02_myth_game_normative_anything,4,0.57447493
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_012_neutral_rep02_myth_game_normative_anything,5,0.7775804
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_012_neutral_rep02_myth_game_normative_anything,6,0.6361895
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_012_neutral_rep02_myth_game_normative_anything,7,0.7690089
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_012_neutral_rep02_myth_game_normative_anything,8,0.60455906
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_012_neutral_rep02_myth_game_normative_anything,9,0.75134397
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_012_neutral_rep02_myth_game_normative_anything,10,0.9072507
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_013_neutral_rep03_myth_game_normative_anything,1,0.88889277
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_013_neutral_rep03_myth_game_normative_anything,2,0.6484326
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_013_neutral_rep03_myth_game_normative_anything,3,0.7313356
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_013_neutral_rep03_myth_game_normative_anything,4,0.80558634
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_013_neutral_rep03_myth_game_normative_anything,5,0.8445768
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_013_neutral_rep03_myth_game_normative_anything,6,0.832816
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_013_neutral_rep03_myth_game_normative_anything,7,0.8830698
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_013_neutral_rep03_myth_game_normative_anything,8,0.8474524
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_013_neutral_rep03_myth_game_normative_anything,9,0.8152661
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_013_neutral_rep03_myth_game_normative_anything,10,0.8655565
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_014_neutral_rep04_myth_game_normative_anything,1,0.8179279
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_014_neutral_rep04_myth_game_normative_anything,2,0.7063241
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_014_neutral_rep04_myth_game_normative_anything,3,0.76416314
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_014_neutral_rep04_myth_game_normative_anything,4,0.80041564
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_014_neutral_rep04_myth_game_normative_anything,5,0.73865557
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_014_neutral_rep04_myth_game_normative_anything,6,0.80456305
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_014_neutral_rep04_myth_game_normative_anything,7,0.75948143
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_014_neutral_rep04_myth_game_normative_anything,8,0.7657918
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_014_neutral_rep04_myth_game_normative_anything,9,0.7599425
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_014_neutral_rep04_myth_game_normative_anything,10,0.753875
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,0.7579265
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,0.62110627
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,0.58943665
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,0.62609816
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,0.66156226
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,0.70589083
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,0.68157876
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,0.6653543
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,0.6953929
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,0.69648665
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,0.7819506
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,0.6170956
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,0.59275573
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,0.6617202
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,0.6813736
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_001_neutral_rep01_myth_game_directive_anything,6,0.65421754
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_001_neutral_rep01_myth_game_directive_anything,7,0.69952536
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_001_neutral_rep01_myth_game_directive_anything,8,0.6404561
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_001_neutral_rep01_myth_game_directive_anything,9,0.69719285
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_001_neutral_rep01_myth_game_directive_anything,10,0.7044264
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,1,0.7318331
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,2,0.67625535
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,3,0.69898415
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,4,0.69934016
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,5,0.7274832
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,6,0.6989194
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,7,0.6860555
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,8,0.6467237
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,9,0.6721794
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,10,0.7028154
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,1,0.7577168
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,2,0.7346757
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,3,0.67605084
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,4,0.6843915
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,5,0.6661679
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,6,0.705761
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,7,0.7115435
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,8,0.70553434
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,9,0.68355507
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,10,0.70949584
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,1,0.76150614
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,2,0.6548086
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,3,0.6602891
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,0.6713176
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,0.6894225
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,0.73678887
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,0.6969361
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,0.7368892
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,0.74498665
sonnet45_8agent_anon,directive,sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,0.71011144
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_005_neutral_rep00_myth_game_directive_anything,1,0.77880245
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_005_neutral_rep00_myth_game_directive_anything,2,0.73556596
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_005_neutral_rep00_myth_game_directive_anything,3,0.67220706
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_005_neutral_rep00_myth_game_directive_anything,4,0.62723213
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_005_neutral_rep00_myth_game_directive_anything,5,0.5899578
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_005_neutral_rep00_myth_game_directive_anything,6,0.6284109
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_005_neutral_rep00_myth_game_directive_anything,7,0.6273553
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_005_neutral_rep00_myth_game_directive_anything,8,0.6345847
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_005_neutral_rep00_myth_game_directive_anything,9,0.64501154
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_005_neutral_rep00_myth_game_directive_anything,10,0.6496889
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything,1,0.78343344
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything,2,0.6750271
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything,3,0.6588358
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything,4,0.6325417
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything,5,0.66900235
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything,6,0.6464705
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything,7,0.6582631
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything,8,0.6748982
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything,9,0.69321173
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_006_neutral_rep01_myth_game_directive_anything,10,0.69645673
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything,1,0.8036194
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything,2,0.66886246
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything,3,0.6505328
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything,4,0.6459585
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything,5,0.6207077
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything,6,0.6740689
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything,7,0.6793708
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything,8,0.6806754
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything,9,0.6862289
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_007_neutral_rep02_myth_game_directive_anything,10,0.6488922
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything,1,0.7856025
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything,2,0.66151893
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything,3,0.6308934
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything,4,0.6514258
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything,5,0.616896
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything,6,0.66769505
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything,7,0.6534019
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything,8,0.66309077
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything,9,0.65264493
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_008_neutral_rep03_myth_game_directive_anything,10,0.6557392
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_009_neutral_rep04_myth_game_directive_anything,1,0.766305
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_009_neutral_rep04_myth_game_directive_anything,2,0.6545494
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_009_neutral_rep04_myth_game_directive_anything,3,0.62051994
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_009_neutral_rep04_myth_game_directive_anything,4,0.63924843
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_009_neutral_rep04_myth_game_directive_anything,5,0.6730944
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_009_neutral_rep04_myth_game_directive_anything,6,0.6609333
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_009_neutral_rep04_myth_game_directive_anything,7,0.6684965
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_009_neutral_rep04_myth_game_directive_anything,8,0.6873449
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_009_neutral_rep04_myth_game_directive_anything,9,0.685421
sonnet45_8agent_game_directive,directive,sonnet45_8agent_game_directive_r10_n5_009_neutral_rep04_myth_game_directive_anything,10,0.68341845
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,1,0.76791084
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,2,0.6758747
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,3,0.6698701
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,4,0.6732216
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,5,0.6654745
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,6,0.6636593
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,7,0.67565787
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8,0.69049126
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,9,0.6948819
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,10,0.6781936
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,1,0.80482996
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,2,0.6425891
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,3,0.6013671
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,4,0.62772644
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,5,0.5871029
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,6,0.6161832
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,7,0.6504219
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,8,0.6186503
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,9,0.6400849
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,10,0.68072075
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_002_neutral_rep02_myth_game_directive_anything,1,0.7803574
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_002_neutral_rep02_myth_game_directive_anything,2,0.6468012
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_002_neutral_rep02_myth_game_directive_anything,3,0.632958
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_002_neutral_rep02_myth_game_directive_anything,4,0.6361391
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_002_neutral_rep02_myth_game_directive_anything,5,0.5931513
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_002_neutral_rep02_myth_game_directive_anything,6,0.5934765
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_002_neutral_rep02_myth_game_directive_anything,7,0.57767236
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_002_neutral_rep02_myth_game_directive_anything,8,0.61424536
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_002_neutral_rep02_myth_game_directive_anything,9,0.59408885
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_002_neutral_rep02_myth_game_directive_anything,10,0.6808807
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_003_neutral_rep03_myth_game_directive_anything,1,0.77624005
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_003_neutral_rep03_myth_game_directive_anything,2,0.6815019
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_003_neutral_rep03_myth_game_directive_anything,3,0.6472596
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_003_neutral_rep03_myth_game_directive_anything,4,0.6465545
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_003_neutral_rep03_myth_game_directive_anything,5,0.6139833
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_003_neutral_rep03_myth_game_directive_anything,6,0.66188437
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_003_neutral_rep03_myth_game_directive_anything,7,0.63827246
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_003_neutral_rep03_myth_game_directive_anything,8,0.6631541
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_003_neutral_rep03_myth_game_directive_anything,9,0.6896103
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_003_neutral_rep03_myth_game_directive_anything,10,0.6695151
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_004_neutral_rep04_myth_game_directive_anything,1,0.7905564
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_004_neutral_rep04_myth_game_directive_anything,2,0.66784006
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_004_neutral_rep04_myth_game_directive_anything,3,0.60486937
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_004_neutral_rep04_myth_game_directive_anything,4,0.62975645
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_004_neutral_rep04_myth_game_directive_anything,5,0.6875402
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_004_neutral_rep04_myth_game_directive_anything,6,0.6680291
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_004_neutral_rep04_myth_game_directive_anything,7,0.6856841
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_004_neutral_rep04_myth_game_directive_anything,8,0.7012053
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_004_neutral_rep04_myth_game_directive_anything,9,0.7209119
sonnet45_8agent_named,directive,sonnet45_8agent_myth_directive_history3_r10_n5_004_neutral_rep04_myth_game_directive_anything,10,0.7127856
