availability,condition,replicate_id,round,trustee_id,received,returned,return_ratio
on,control,88,1,Agent_7,15.0,8.0,0.5333333333333333
on,control,88,1,Agent_8,15.0,7.0,0.4666666666666667
on,control,88,2,Agent_2,15.0,10.0,0.6666666666666666
on,control,88,2,Agent_4,15.0,8.0,0.5333333333333333
on,control,88,2,Agent_5,15.0,7.5,0.5
on,control,88,2,Agent_6,15.0,8.0,0.5333333333333333
on,control,88,3,Agent_2,15.0,9.1,0.6066666666666667
on,control,88,3,Agent_3,15.0,8.88,0.5920000000000001
on,control,88,3,Agent_6,15.0,7.2,0.48000000000000004
on,control,88,3,Agent_7,15.0,7.5,0.5
on,control,88,4,Agent_1,15.0,6.84,0.456
on,control,88,4,Agent_4,15.0,8.0,0.5333333333333333
on,control,88,4,Agent_5,15.0,7.0,0.4666666666666667
on,control,88,4,Agent_8,15.0,10.0,0.6666666666666666
on,control,88,5,Agent_3,15.0,8.48,0.5653333333333334
on,control,88,5,Agent_4,15.0,7.5,0.5
on,control,88,5,Agent_5,15.0,6.07,0.4046666666666667
on,control,88,5,Agent_7,15.0,7.5,0.5
on,control,88,6,Agent_1,15.0,7.5,0.5
on,control,88,6,Agent_2,15.0,7.5,0.5
on,control,88,6,Agent_6,15.0,6.84,0.456
on,control,88,6,Agent_8,15.0,10.0,0.6666666666666666
on,control,88,7,Agent_1,15.0,6.62,0.44133333333333336
on,control,88,7,Agent_2,15.0,7.5,0.5
on,control,88,7,Agent_3,15.0,10.0,0.6666666666666666
on,control,88,7,Agent_5,15.0,7.5,0.5
on,control,88,8,Agent_4,15.0,7.05,0.47
on,control,88,8,Agent_6,15.0,7.5,0.5
on,control,88,8,Agent_7,15.0,9.26,0.6173333333333333
on,control,88,8,Agent_8,15.0,10.0,0.6666666666666666
on,control,88,9,Agent_3,15.0,8.8,0.5866666666666667
on,control,88,9,Agent_5,15.0,7.0,0.4666666666666667
on,control,88,9,Agent_6,15.0,7.29,0.486
on,control,88,9,Agent_8,15.0,10.0,0.6666666666666666
on,control,88,10,Agent_1,15.0,7.5,0.5
on,control,88,10,Agent_2,15.0,7.5,0.5
on,control,88,10,Agent_4,15.0,7.26,0.484
on,control,88,10,Agent_7,15.0,8.92,0.5946666666666667
on,control,89,1,Agent_2,15.0,8.0,0.5333333333333333
on,control,89,1,Agent_3,15.0,8.0,0.5333333333333333
on,control,89,1,Agent_4,15.0,8.0,0.5333333333333333
on,control,89,1,Agent_7,15.0,7.0,0.4666666666666667
on,control,89,2,Agent_1,15.0,7.0,0.4666666666666667
on,control,89,2,Agent_5,15.0,7.04,0.4693333333333333
on,control,89,2,Agent_6,15.0,6.62,0.44133333333333336
on,control,89,2,Agent_8,15.0,8.0,0.5333333333333333
on,control,89,3,Agent_4,15.0,7.0,0.4666666666666667
on,control,89,3,Agent_5,15.0,7.5,0.5
on,control,89,3,Agent_6,15.0,7.5,0.5
on,control,89,3,Agent_8,15.0,7.0,0.4666666666666667
on,control,89,4,Agent_1,15.0,6.5,0.43333333333333335
on,control,89,4,Agent_2,15.0,7.0,0.4666666666666667
on,control,89,4,Agent_3,15.0,8.0,0.5333333333333333
on,control,89,4,Agent_7,15.0,7.0,0.4666666666666667
on,control,89,5,Agent_1,15.0,7.5,0.5
on,control,89,5,Agent_2,15.0,7.0,0.4666666666666667
on,control,89,5,Agent_4,15.0,8.0,0.5333333333333333
on,control,89,5,Agent_7,15.0,7.0,0.4666666666666667
on,control,89,6,Agent_3,15.0,7.5,0.5
on,control,89,6,Agent_5,15.0,7.17,0.478
on,control,89,6,Agent_6,15.0,7.44,0.49600000000000005
on,control,89,6,Agent_8,15.0,10.0,0.6666666666666666
on,control,89,7,Agent_3,15.0,8.0,0.5333333333333333
on,control,89,7,Agent_4,15.0,8.0,0.5333333333333333
on,control,89,7,Agent_5,15.0,6.2,0.41333333333333333
on,control,89,7,Agent_7,15.0,8.0,0.5333333333333333
on,control,89,8,Agent_1,15.0,6.84,0.456
on,control,89,8,Agent_2,15.0,6.54,0.436
on,control,89,8,Agent_6,15.0,6.58,0.43866666666666665
on,control,89,8,Agent_8,15.0,10.0,0.6666666666666666
on,control,89,9,Agent_1,15.0,7.35,0.49
on,control,89,9,Agent_3,15.0,8.5,0.5666666666666667
on,control,89,9,Agent_4,15.0,8.0,0.5333333333333333
on,control,89,9,Agent_7,15.0,8.0,0.5333333333333333
on,control,89,10,Agent_2,15.0,7.5,0.5
on,control,89,10,Agent_5,15.0,7.5,0.5
on,control,89,10,Agent_6,15.0,7.5,0.5
on,control,89,10,Agent_8,15.0,7.5,0.5
on,defectors25,80,1,Agent_1,15.0,7.04,0.4693333333333333
on,defectors25,80,1,Agent_3,15.0,7.18,0.47866666666666663
on,defectors25,80,2,Agent_2,15.0,8.0,0.5333333333333333
on,defectors25,80,2,Agent_7,15.0,6.16,0.4106666666666667
on,defectors25,80,3,Agent_1,15.0,7.5,0.5
on,defectors25,80,3,Agent_6,15.0,7.5,0.5
on,defectors25,80,4,Agent_3,15.0,7.5,0.5
on,defectors25,80,4,Agent_7,15.0,7.5,0.5
on,defectors25,80,5,Agent_6,15.0,7.5,0.5
on,defectors25,80,5,Agent_8,15.0,7.5,0.5
on,defectors25,80,6,Agent_2,15.0,7.23,0.48200000000000004
on,defectors25,80,6,Agent_3,15.0,7.5,0.5
on,defectors25,80,6,Agent_7,15.0,7.5,0.5
on,defectors25,80,7,Agent_3,15.0,7.5,0.5
on,defectors25,80,7,Agent_6,15.0,7.47,0.498
on,defectors25,80,8,Agent_1,15.0,8.96,0.5973333333333334
on,defectors25,80,8,Agent_8,15.0,7.5,0.5
on,defectors25,80,9,Agent_8,15.0,7.22,0.48133333333333334
on,defectors25,80,10,Agent_3,15.0,0.0,0.0
on,defectors25,80,10,Agent_6,15.0,7.5,0.5
on,defectors25,80,10,Agent_7,15.0,7.5,0.5
on,defectors25,81,1,Agent_1,15.0,6.82,0.45466666666666666
on,defectors25,81,1,Agent_2,15.0,8.0,0.5333333333333333
on,defectors25,81,2,Agent_6,15.0,7.5,0.5
on,defectors25,81,2,Agent_7,15.0,7.4,0.49333333333333335
on,defectors25,81,3,Agent_6,15.0,6.21,0.414
on,defectors25,81,4,Agent_1,15.0,7.5,0.5
on,defectors25,81,4,Agent_2,15.0,7.5,0.5
on,defectors25,81,5,Agent_1,15.0,7.5,0.5
on,defectors25,81,5,Agent_4,15.0,7.5,0.5
on,defectors25,81,6,Agent_2,15.0,6.58,0.43866666666666665
on,defectors25,81,6,Agent_7,15.0,7.5,0.5
on,defectors25,81,7,Agent_5,15.0,8.0,0.5333333333333333
on,defectors25,81,7,Agent_6,15.0,7.5,0.5
on,defectors25,81,8,Agent_2,15.0,7.02,0.46799999999999997
on,defectors25,81,8,Agent_4,15.0,6.31,0.42066666666666663
on,defectors25,81,8,Agent_7,15.0,7.5,0.5
on,defectors25,81,9,Agent_5,15.0,7.11,0.47400000000000003
on,defectors25,81,9,Agent_7,15.0,7.5,0.5
on,defectors25,81,10,Agent_4,15.0,7.27,0.48466666666666663
on,defectors25,81,10,Agent_6,15.0,7.5,0.5
on,defectors25,82,1,Agent_2,15.0,8.0,0.5333333333333333
on,defectors25,82,1,Agent_4,15.0,8.0,0.5333333333333333
on,defectors25,82,2,Agent_1,15.0,8.5,0.5666666666666667
on,defectors25,82,2,Agent_5,15.0,8.0,0.5333333333333333
on,defectors25,82,3,Agent_5,15.0,7.5,0.5
on,defectors25,82,3,Agent_6,15.0,7.5,0.5
on,defectors25,82,4,Agent_2,15.0,6.42,0.428
on,defectors25,82,4,Agent_8,15.0,7.5,0.5
on,defectors25,82,5,Agent_4,15.0,8.0,0.5333333333333333
on,defectors25,82,6,Agent_6,15.0,6.37,0.4246666666666667
on,defectors25,82,6,Agent_8,15.0,7.5,0.5
on,defectors25,82,7,Agent_1,15.0,7.5,0.5
on,defectors25,82,7,Agent_4,15.0,7.5,0.5
on,defectors25,82,7,Agent_8,15.0,6.67,0.44466666666666665
on,defectors25,82,8,Agent_5,15.0,7.5,0.5
on,defectors25,82,8,Agent_6,15.0,6.51,0.434
on,defectors25,82,9,Agent_1,15.0,6.05,0.4033333333333333
on,defectors25,82,9,Agent_5,15.0,7.5,0.5
on,defectors25,82,9,Agent_6,15.0,7.5,0.5
on,defectors25,82,10,Agent_2,15.0,8.5,0.5666666666666667
on,defectors25,82,10,Agent_8,15.0,7.5,0.5
on,defectors25,83,1,Agent_4,15.0,6.28,0.4186666666666667
on,defectors25,83,1,Agent_5,15.0,8.0,0.5333333333333333
on,defectors25,83,2,Agent_1,15.0,8.0,0.5333333333333333
on,defectors25,83,2,Agent_3,15.0,10.0,0.6666666666666666
on,defectors25,83,2,Agent_6,15.0,7.5,0.5
on,defectors25,83,3,Agent_4,15.0,7.74,0.516
on,defectors25,83,3,Agent_6,15.0,6.88,0.45866666666666667
on,defectors25,83,4,Agent_1,15.0,7.5,0.5
on,defectors25,83,4,Agent_5,15.0,7.0,0.4666666666666667
on,defectors25,83,5,Agent_1,15.0,8.5,0.5666666666666667
on,defectors25,83,6,Agent_2,15.0,7.5,0.5
on,defectors25,83,6,Agent_6,15.0,6.5,0.43333333333333335
on,defectors25,83,7,Agent_2,15.0,6.47,0.4313333333333333
on,defectors25,83,7,Agent_5,15.0,6.84,0.456
on,defectors25,83,8,Agent_1,15.0,7.04,0.4693333333333333
on,defectors25,83,8,Agent_3,15.0,7.5,0.5
on,defectors25,83,8,Agent_6,15.0,7.5,0.5
on,defectors25,83,9,Agent_5,15.0,6.78,0.452
on,defectors25,83,9,Agent_6,15.0,6.58,0.43866666666666665
on,defectors25,83,10,Agent_1,15.0,6.12,0.40800000000000003
on,defectors25,83,10,Agent_2,15.0,6.62,0.44133333333333336
on,defectors25,84,1,Agent_2,15.0,8.0,0.5333333333333333
on,defectors25,84,1,Agent_3,15.0,8.0,0.5333333333333333
on,defectors25,84,2,Agent_4,15.0,7.5,0.5
on,defectors25,84,2,Agent_8,15.0,10.0,0.6666666666666666
on,defectors25,84,3,Agent_4,15.0,6.7,0.44666666666666666
on,defectors25,84,3,Agent_8,15.0,8.16,0.544
on,defectors25,84,4,Agent_1,15.0,7.5,0.5
on,defectors25,84,4,Agent_2,15.0,8.0,0.5333333333333333
on,defectors25,84,5,Agent_4,15.0,7.3,0.48666666666666664
on,defectors25,84,5,Agent_6,15.0,7.5,0.5
on,defectors25,84,6,Agent_2,15.0,7.0,0.4666666666666667
on,defectors25,84,6,Agent_3,15.0,7.5,0.5
on,defectors25,84,6,Agent_8,15.0,10.0,0.6666666666666666
on,defectors25,84,7,Agent_1,15.0,7.5,0.5
on,defectors25,84,7,Agent_6,15.0,7.5,0.5
on,defectors25,84,8,Agent_3,15.0,7.4,0.49333333333333335
on,defectors25,84,8,Agent_8,15.0,7.5,0.5
on,defectors25,84,9,Agent_1,15.0,0.0,0.0
on,defectors25,84,9,Agent_2,15.0,7.5,0.5
on,defectors25,84,10,Agent_8,15.0,7.5,0.5
on,defectors25,85,1,Agent_7,15.0,8.0,0.5333333333333333
on,defectors25,85,1,Agent_8,15.0,8.0,0.5333333333333333
on,defectors25,85,2,Agent_1,15.0,8.0,0.5333333333333333
on,defectors25,85,2,Agent_5,15.0,7.5,0.5
on,defectors25,85,3,Agent_3,15.0,6.12,0.40800000000000003
on,defectors25,85,3,Agent_8,15.0,0.0,0.0
on,defectors25,85,4,Agent_2,15.0,8.0,0.5333333333333333
on,defectors25,85,4,Agent_5,15.0,7.5,0.5
on,defectors25,85,5,Agent_3,15.0,6.42,0.428
on,defectors25,85,5,Agent_8,15.0,6.0,0.4
on,defectors25,85,6,Agent_2,15.0,8.5,0.5666666666666667
on,defectors25,85,6,Agent_7,15.0,7.35,0.49
on,defectors25,85,7,Agent_3,15.0,7.5,0.5
on,defectors25,85,7,Agent_5,15.0,7.47,0.498
on,defectors25,85,8,Agent_1,15.0,8.22,0.548
on,defectors25,85,8,Agent_2,15.0,8.5,0.5666666666666667
on,defectors25,85,9,Agent_3,15.0,6.56,0.4373333333333333
on,defectors25,85,9,Agent_8,15.0,7.14,0.476
on,defectors25,85,10,Agent_2,7.5,0.0,0.0
on,defectors25,85,10,Agent_7,15.0,7.35,0.49
on,defectors25,86,1,Agent_3,15.0,6.21,0.414
on,defectors25,86,1,Agent_7,15.0,7.27,0.48466666666666663
on,defectors25,86,2,Agent_6,15.0,7.27,0.48466666666666663
on,defectors25,86,2,Agent_8,15.0,7.5,0.5
on,defectors25,86,3,Agent_4,15.0,8.0,0.5333333333333333
on,defectors25,86,4,Agent_6,15.0,7.5,0.5
on,defectors25,86,4,Agent_7,15.0,7.5,0.5
on,defectors25,86,5,Agent_2,15.0,8.44,0.5626666666666666
on,defectors25,86,5,Agent_8,15.0,7.33,0.4886666666666667
on,defectors25,86,6,Agent_4,15.0,7.0,0.4666666666666667
on,defectors25,86,6,Agent_6,15.0,6.43,0.42866666666666664
on,defectors25,86,7,Agent_4,15.0,8.0,0.5333333333333333
on,defectors25,86,7,Agent_7,15.0,7.0,0.4666666666666667
on,defectors25,86,8,Agent_2,15.0,8.36,0.5573333333333333
on,defectors25,86,8,Agent_3,15.0,7.1,0.47333333333333333
on,defectors25,86,8,Agent_6,15.0,7.5,0.5
on,defectors25,86,9,Agent_2,15.0,10.0,0.6666666666666666
on,defectors25,86,9,Agent_4,15.0,8.0,0.5333333333333333
on,defectors25,86,10,Agent_3,15.0,7.5,0.5
on,defectors25,86,10,Agent_7,15.0,8.84,0.5893333333333334
on,defectors25,86,10,Agent_8,15.0,7.5,0.5
on,defectors25,87,1,Agent_2,15.0,8.0,0.5333333333333333
on,defectors25,87,1,Agent_8,15.0,8.0,0.5333333333333333
on,defectors25,87,2,Agent_1,15.0,8.0,0.5333333333333333
on,defectors25,87,2,Agent_7,15.0,8.96,0.5973333333333334
on,defectors25,87,3,Agent_7,15.0,10.0,0.6666666666666666
on,defectors25,87,4,Agent_4,15.0,7.12,0.4746666666666667
on,defectors25,87,4,Agent_8,15.0,6.91,0.46066666666666667
on,defectors25,87,5,Agent_2,15.0,7.0,0.4666666666666667
on,defectors25,87,5,Agent_8,15.0,7.5,0.5
on,defectors25,87,6,Agent_1,15.0,7.5,0.5
on,defectors25,87,6,Agent_4,15.0,7.5,0.5
on,defectors25,87,7,Agent_1,15.0,7.5,0.5
on,defectors25,87,7,Agent_7,15.0,8.5,0.5666666666666667
on,defectors25,87,7,Agent_8,15.0,0.0,0.0
on,defectors25,87,8,Agent_4,15.0,7.5,0.5
on,defectors25,87,9,Agent_2,15.0,7.5,0.5
on,defectors25,87,9,Agent_4,15.0,7.5,0.5
on,defectors25,87,10,Agent_1,15.0,6.92,0.4613333333333333
on,defectors25,87,10,Agent_8,15.0,0.0,0.0
on,defectors25,88,1,Agent_1,15.0,6.77,0.4513333333333333
on,defectors25,88,1,Agent_3,15.0,8.0,0.5333333333333333
on,defectors25,88,1,Agent_8,15.0,6.82,0.45466666666666666
on,defectors25,88,2,Agent_4,15.0,8.0,0.5333333333333333
on,defectors25,88,2,Agent_6,15.0,7.5,0.5
on,defectors25,88,3,Agent_3,15.0,7.0,0.4666666666666667
on,defectors25,88,3,Agent_6,15.0,7.2,0.48000000000000004
on,defectors25,88,4,Agent_4,15.0,8.0,0.5333333333333333
on,defectors25,88,4,Agent_5,15.0,6.91,0.46066666666666667
on,defectors25,88,5,Agent_3,15.0,7.0,0.4666666666666667
on,defectors25,88,5,Agent_5,15.0,6.07,0.4046666666666667
on,defectors25,88,6,Agent_1,15.0,7.5,0.5
on,defectors25,88,6,Agent_8,15.0,7.48,0.4986666666666667
on,defectors25,88,7,Agent_1,15.0,6.62,0.44133333333333336
on,defectors25,88,7,Agent_5,15.0,7.5,0.5
on,defectors25,88,8,Agent_6,15.0,7.5,0.5
on,defectors25,88,8,Agent_8,15.0,7.5,0.5
on,defectors25,88,9,Agent_5,15.0,6.99,0.466
on,defectors25,88,9,Agent_8,15.0,7.5,0.5
on,defectors25,88,10,Agent_1,15.0,7.5,0.5
on,defectors25,88,10,Agent_4,15.0,7.26,0.484
on,defectors25,89,1,Agent_3,15.0,8.0,0.5333333333333333
on,defectors25,89,1,Agent_4,15.0,8.0,0.5333333333333333
on,defectors25,89,2,Agent_1,15.0,6.7,0.44666666666666666
on,defectors25,89,2,Agent_6,15.0,6.62,0.44133333333333336
on,defectors25,89,3,Agent_5,15.0,8.0,0.5333333333333333
on,defectors25,89,3,Agent_6,15.0,7.5,0.5
on,defectors25,89,4,Agent_3,15.0,8.0,0.5333333333333333
on,defectors25,89,5,Agent_4,15.0,7.0,0.4666666666666667
on,defectors25,89,6,Agent_5,15.0,7.17,0.478
on,defectors25,89,6,Agent_6,15.0,7.44,0.49600000000000005
on,defectors25,89,7,Agent_3,15.0,8.0,0.5333333333333333
on,defectors25,89,7,Agent_5,15.0,6.2,0.41333333333333333
on,defectors25,89,8,Agent_1,15.0,6.84,0.456
on,defectors25,89,8,Agent_6,15.0,6.58,0.43866666666666665
on,defectors25,89,9,Agent_1,15.0,7.35,0.49
on,defectors25,89,9,Agent_3,15.0,6.62,0.44133333333333336
on,defectors25,89,9,Agent_4,15.0,7.5,0.5
on,defectors25,89,10,Agent_6,15.0,7.5,0.5
on,defectors25,89,10,Agent_8,15.0,7.0,0.4666666666666667
